genre,dtg,mpaa,releasedate,budget,runtime,title
Foreign,1347747,PG,2013-09-13 00:00:00,nan,98,Wadjda
Comedy,1315590,R,2013-05-31 00:00:00,nan,93,The Kings of Summer
Drama,1234254,R,2013-12-25 00:00:00,nan,111,The Invisible Woman
Foreign,21496,Unrated,2013-03-29 00:00:00,nan,,Violeta Went to Heaven
Romance,1162635,PG-13,2013-10-11 00:00:00,nan,102,Romeo and Juliet
Drama,1159336,PG-13,2013-05-03 00:00:00,nan,102,Still Mine
Foreign,38674,Unrated,2013-05-31 00:00:00,nan,108,The Wall
Foreign,1122527,Unrated,2013-02-22 00:00:00,nan,120,Kai Po Che
Drama,1066471,R,2013-05-03 00:00:00,nan,99,What Maisie Knew
Comedy / Drama,1065881,R,2013-09-20 00:00:00,nan,110,Thanks for Sharing
Western,396519,R,2013-08-16 00:00:00,nan,90,Ain't Them Bodies Saints
Drama,1030064,R,2013-10-16 00:00:00,nan,104,Kill Your Darlings
Drama,1013100,R,2013-08-23 00:00:00,nan,96,Short Term 12
Drama,1012973,PG-13,2013-03-15 00:00:00,nan,90,Ginger & Rosa
Foreign,970325,Unrated,2013-02-08 00:00:00,nan,109,Lore
Foreign,903232,Unrated,2013-06-21 00:00:00,nan,140,Raanjhana
Horror Thriller,0,R,2013-04-05 00:00:00,nan,112,6 Souls
Documentary,849521,PG-13,2013-09-20 00:00:00,nan,106,Generation Iron
Foreign,13472,R,2013-03-08 00:00:00,nan,101,The Monk
Foreign,738525,Unrated,2013-08-30 00:00:00,nan,152,Satyagraha
Foreign,717205,Unrated,2013-05-29 00:00:00,nan,112,Hannah Arendt
Foreign,679866,Unrated,2013-10-02 00:00:00,nan,145,Besharam
Documentary,583633,PG-13,2013-09-06 00:00:00,nan,120,Salinger
Foreign,613308,R,2013-07-12 00:00:00,nan,111,The Hunt
Documentary,0,Unrated,2013-09-06 00:00:00,nan,84,Walking the Camino: Six Ways to Santiago
Romance,587615,R,2013-04-12 00:00:00,nan,113,To The Wonder
Foreign,581813,Unrated,2013-07-03 00:00:00,nan,136,Lootera
Foreign,561457,Unrated,2013-06-28 00:00:00,nan,107,Museum Hours
Thriller,552959,R,2013-04-26 00:00:00,nan,128,The Reluctant Fundamentalist
Foreign,18929,Unrated,2013-06-07 00:00:00,nan,115,You Ain't Seen Nothin' Yet
Drama,494608,R,2013-10-11 00:00:00,nan,108,The Inevitable Defeat of Mister and Pete
Documentary,486919,Unrated,2013-07-19 00:00:00,nan,115,Act of Killing
Documentary,422853,Unrated,2013-02-01 00:00:00,nan,108,Sound City
Drama / Thriller,100616,R,2013-05-31 00:00:00,nan,104,Shadow Dancer
Foreign,414437,R,2013-06-21 00:00:00,nan,99,A Hijacking
Foreign,413903,Unrated,2013-09-13 00:00:00,nan,137,Grand Masti
Foreign,410526,Unrated,2013-09-20 00:00:00,nan,146,Phata Poster Nikla Hero
Documentary,383294,R,2013-11-08 00:00:00,nan,122,The Armstrong Lie
Foreign / Action,0,Unrated,2013-04-26 00:00:00,nan,100,Tai Chi Hero
Adventure,380594,R,2013-04-24 00:00:00,nan,105,At Any Price
Foreign,375892,Unrated,2013-12-20 00:00:00,nan,118,Personal Tailor
Foreign / Action,369573,Unrated,2013-05-03 00:00:00,nan,155,Shootout at Wadala
Foreign,342184,Unrated,2013-11-22 00:00:00,nan,,Gori Tere Pyaar Mein
Drama,318982,R,2013-09-06 00:00:00,nan,100,Adore
Foreign,5872,Unrated,2013-01-04 00:00:00,nan,100,A Bottle in the Gaza Sea
Foreign,298457,Unrated,2013-05-10 00:00:00,nan,111,Go Goa Gone
Foreign,279735,PG-13,2013-03-29 00:00:00,nan,104,Blancanieves
Foreign / Action,270880,Unrated,2013-03-29 00:00:00,nan,150,Himmatwala
Romance,258656,PG-13,2013-11-08 00:00:00,nan,128,Great Expectations
Foreign,100214,Unrated,2013-03-08 00:00:00,nan,111,The Silence
Foreign,225668,Unrated,2013-11-22 00:00:00,nan,90,Singh Saab The Great
Foreign,222098,Unrated,2013-02-08 00:00:00,nan,145,ABCD
Romantic Comedy,207853,R,2013-04-26 00:00:00,nan,100,Arthur Newman
Foreign,203044,Unrated,2013-06-28 00:00:00,nan,137,Ghanchakkar
Drama,190022,Unrated,2013-04-26 00:00:00,nan,148,Midnight's Children
Foreign,166503,Unrated,2013-12-06 00:00:00,nan,146,R... Rajkumar
Documentary,166243,R,2013-05-24 00:00:00,nan,127,We Steal Secrets: The Story of Wikileaks
Foreign,148671,R,2013-08-14 00:00:00,nan,102,The Patience Stone
Foreign,148418,Unrated,2013-05-17 00:00:00,nan,129,Rangeelay
Foreign / Action,128195,R,2013-07-26 00:00:00,nan,105,Drug War
Foreign,124919,Unrated,2013-03-08 00:00:00,nan,152,Beyond the Hills
Documentary,117090,Unrated,2013-04-26 00:00:00,nan,95,Storm Surfers 3D
Foreign,117047,Unrated,2013-01-25 00:00:00,nan,84,Yossi
Documentary,112449,Unrated,2013-10-25 00:00:00,nan,93,Spinning Plates
Foreign,112135,Unrated,2013-04-19 00:00:00,nan,130,Ek Thi Daayan
Comedy / Drama,104810,R,2013-05-17 00:00:00,nan,91,The English Teacher
Action,100144,R,2013-11-01 00:00:00,nan,105,Man of Tai Chi
Thriller,89237,R,2013-06-28 00:00:00,nan,118,Byzantium
Foreign,85755,Unrated,2013-07-19 00:00:00,nan,120,The Rooftop
Horror Thriller,81381,R,2013-09-27 00:00:00,nan,100,We Are What We Are
Comedy / Drama,81071,R,2013-07-05 00:00:00,nan,96,Stuck in Love
Documentary,79772,Unrated,2013-06-12 00:00:00,nan,95,More Than Honey
Foreign,76908,Unrated,2013-02-01 00:00:00,nan,76,Caesar Must Die
Horror,74918,R,2013-05-10 00:00:00,nan,85,No One Lives
Foreign,70544,Unrated,2013-03-01 00:00:00,nan,,War Witch
Documentary,0,Unrated,2013-11-01 00:00:00,nan,136,The Pervert's Guide to Ideology
Foreign,64432,Unrated,2013-09-20 00:00:00,nan,114,My Lucky Star
Documentary,62652,Unrated,2013-05-15 00:00:00,nan,120,Becoming Traviata
Thriller,61782,Unrated,2013-05-10 00:00:00,nan,89,Sightseers
Romantic Thriller,56825,R,2013-08-02 00:00:00,nan,99,The Canyons
Foreign,46720,Unrated,2013-01-04 00:00:00,nan,,Table No. 21
Drama,0,R,2013-06-07 00:00:00,nan,89,Wish You Were Here
Comedy,45350,R,2013-02-08 00:00:00,nan,86,A Glimpse Inside the Mind of Charles Swan III
Drama,42172,Unrated,2013-03-08 00:00:00,nan,103,The We and the I
Action,39881,R,2013-07-12 00:00:00,nan,90,Killing Season
Documentary,38602,Unrated,2013-08-02 00:00:00,nan,82,Rising From Ashes
Horror Thriller,38493,Unrated,2013-06-14 00:00:00,nan,92,Berberian Sound Studio
Foreign / Action,37884,PG-13,2013-09-20 00:00:00,nan,102,Ip Man: The Final Fight
Action Thriller,36895,R,2013-06-28 00:00:00,nan,100,Redemption
Foreign,35296,Unrated,2013-10-16 00:00:00,nan,95,Camille Claudel 1915
Foreign,24525,Unrated,2013-10-23 00:00:00,nan,83,Bastards
Foreign,24267,Unrated,2013-04-26 00:00:00,nan,120,Paradise: Love
Foreign,23203,Unrated,2013-08-02 00:00:00,nan,111,Our Children
Horror,0,R,2013-07-12 00:00:00,nan,95,V/H/S/2
Comedy / Drama,21252,Unrated,2013-07-05 00:00:00,nan,97,The Look of Love
Animation,21008,Unrated,2013-05-10 00:00:00,nan,76,The Painting
Foreign,19996,R,2013-07-24 00:00:00,nan,88,Terraferma
Romance,19684,PG-13,2013-03-22 00:00:00,nan,96,Love and Honor
Foreign,18846,Unrated,2013-05-31 00:00:00,nan,,Nostalghia
Documentary,18164,Unrated,2013-11-01 00:00:00,nan,89,Casting By
Action / Adventure,17186,R,2013-06-07 00:00:00,nan,88,Violet & Daisy
Drama,14836,R,2013-09-13 00:00:00,nan,122,Jayne Mansfield's Car
Foreign,14350,Unrated,2013-05-24 00:00:00,nan,101,A Wedding Invitation
Documentary,13199,Unrated,2013-09-06 00:00:00,nan,76,Red Obsession
Drama,12189,Unrated,2013-12-20 00:00:00,nan,85,The Selfish Giant
Drama,11650,R,2013-11-15 00:00:00,nan,103,Charlie Countryman
Drama,11403,R,2013-07-05 00:00:00,nan,106,Just Like a Woman
Foreign,11186,Unrated,2013-06-14 00:00:00,nan,134,So Young
Foreign,9883,Unrated,2013-10-30 00:00:00,nan,102,In the Name Of
Drama,9840,R,2013-08-16 00:00:00,nan,102,InchAllah
Thriller,9747,PG-13,2013-03-27 00:00:00,nan,99,Welcome to the Punch
Foreign,9017,Unrated,2013-01-18 00:00:00,nan,112,Clandestine Childhood
Horror,8139,Unrated,2013-10-04 00:00:00,nan,106,Argento's Dracula 3D
Foreign,6945,Unrated,2013-11-08 00:00:00,nan,121,Finding Mr. Right
Foreign,6701,Unrated,2013-12-06 00:00:00,nan,92,Paradise: Hope
Foreign,6508,Unrated,2013-08-23 00:00:00,nan,115,Paradise: Faith
Foreign,5290,R,2013-06-14 00:00:00,nan,113,The Guillotines
Foreign,3462,Unrated,2013-06-14 00:00:00,nan,88,The Stroller Strategy
Drama,2749,Unrated,2013-05-10 00:00:00,nan,88,What Richard Did
Foreign,1067,Unrated,2013-11-27 00:00:00,nan,117,Caught in the Web
Horror,809,R,2013-09-20 00:00:00,nan,106,I Spit on Your Grave 2
War Drama,704,R,2013-04-12 00:00:00,nan,100,Into the White
Sci-Fi Horror,0,R,2013-01-18 00:00:00,nan,87,Storage 24
Action / Adventure,623357910,PG-13,2012-05-04 00:00:00,220000000,142,Marvel's The Avengers
Action,304360277,PG-13,2012-11-09 00:00:00,200000000,143,Skyfall
Action Thriller,448139099,PG-13,2012-07-20 00:00:00,250000000,165,The Dark Knight Rises
Fantasy,303003568,PG-13,2012-12-14 00:00:00,nan,166,The Hobbit: An Unexpected Journey
Animation,161321843,PG,2012-07-13 00:00:00,95000000,94,Ice Age: Continental Drift
Romance,292324737,PG-13,2012-11-16 00:00:00,120000000,116,The Twilight Saga: Breaking Dawn Part 2
Action / Adventure,262030663,PG-13,2012-07-03 00:00:00,230000000,136,The Amazing Spider-Man
Animation,216391482,PG,2012-06-08 00:00:00,145000000,93,Madagascar 3: Europe's Most Wanted
Action / Adventure,408010692,PG-13,2012-03-23 00:00:00,78000000,142,The Hunger Games
Sci-Fi Comedy,179020854,PG-13,2012-05-25 00:00:00,225000000,106,MIB 3
Adventure,124987023,PG,2012-11-21 00:00:00,120000000,126,Life of Pi
Comedy,218815487,R,2012-06-29 00:00:00,50000000,106,Ted
Animation,237283207,PG,2012-06-22 00:00:00,185000000,100,Brave
Animation,189422889,PG,2012-11-02 00:00:00,165000000,108,Wreck-It Ralph
Musical,148809770,PG-13,2012-12-25 00:00:00,61000000,157,Les Miserables
Foreign,10198820,R,2012-05-25 00:00:00,nan,112,The Intouchables
Western,162805434,R,2012-12-25 00:00:00,100000000,165,Django Unchained
Sci-Fi Action,126477084,R,2012-06-08 00:00:00,130000000,124,Prometheus
Adventure,155332381,PG-13,2012-06-01 00:00:00,170000000,127,Snow White and the Huntsman
Action,139854287,PG-13,2012-10-05 00:00:00,45000000,91,Taken 2
Animation,148313048,PG,2012-09-28 00:00:00,85000000,91,Hotel Transylvania
Animation,214030500,PG,2012-03-02 00:00:00,70000000,95,Dr. Seuss' The Lorax
Romance,57884114,PG-13,2012-04-04 00:00:00,18000000,194,Titanic 3D
Adventure,103860290,PG,2012-02-10 00:00:00,79000000,94,Journey 2: The Mysterious Island
Animation,103412758,PG,2012-11-21 00:00:00,145000000,97,Rise of the Guardians
Action,85028192,R,2012-08-17 00:00:00,100000000,102,The Expendables 2
Fantasy,83670083,PG-13,2012-03-30 00:00:00,150000000,99,Wrath of the Titans
Action,65422625,PG-13,2012-05-18 00:00:00,209000000,131,Battleship
Sci-Fi Adventure,73078100,PG-13,2012-03-09 00:00:00,250000000,132,John Carter
Action,113203870,PG-13,2012-08-10 00:00:00,125000000,135,The Bourne Legacy
Historical Drama,182207973,PG-13,2012-11-09 00:00:00,65000000,145,Lincoln
Horror Comedy,79727149,PG-13,2012-05-11 00:00:00,150000000,113,Dark Shadows
Action Horror,42345531,R,2012-09-14 00:00:00,65000000,95,Resident Evil: Retribution
Comedy,132092958,R,2012-11-16 00:00:00,21000000,122,Silver Linings Playbook
Comedy,57011521,R,2012-04-06 00:00:00,50000000,113,American Reunion
Drama / Thriller,136025503,R,2012-10-12 00:00:00,44500000,120,Argo
Crime Drama,80070736,PG-13,2012-12-21 00:00:00,60000000,130,Jack Reacher
Action Thriller,126373434,R,2012-02-10 00:00:00,85000000,117,Safe House
Action Comedy,138447667,R,2012-03-16 00:00:00,42000000,109,21 Jump Street
Sci-Fi Action,58877969,PG-13,2012-08-03 00:00:00,125000000,121,Total Recall
Drama,125014030,PG-13,2012-02-10 00:00:00,30000000,104,The Vow
Fantasy,64935167,PG,2012-03-30 00:00:00,85000000,106,Mirror Mirror
Drama,19019882,PG-13,2012-12-21 00:00:00,nan,107,The Impossible
Comedy,59650222,R,2012-05-16 00:00:00,65000000,83,The Dictator
Sci-Fi Action,66486205,R,2012-09-28 00:00:00,30000000,118,Looper
Comedy / Drama,113721571,R,2012-06-29 00:00:00,7000000,110,Magic Mike
Drama,93772375,R,2012-11-02 00:00:00,31000000,139,Flight
Action Horror,62321039,R,2012-01-20 00:00:00,70000000,88,Underworld Awakening
Action,54760791,PG-13,2012-02-17 00:00:00,65000000,97,This Means War
Animation,19202743,G,2012-02-17 00:00:00,nan,94,The Secret World of Arrietty
Horror,53900335,R,2012-10-19 00:00:00,5000000,95,Paranormal Activity 4
Music Drama,35074677,PG-13,2012-07-27 00:00:00,33000000,100,Step Up Revolution
Comedy / Drama,46412041,PG-13,2012-05-04 00:00:00,10000000,118,The Best Exotic Marigold Hotel
Thriller,95720716,R,2012-12-19 00:00:00,40000000,157,Zero Dark Thirty
Action Horror,51774002,PG-13,2012-02-17 00:00:00,57000000,95,Ghost Rider: Spirit of Vengeance
Sci-Fi,27108272,R,2012-10-26 00:00:00,nan,164,Cloud Atlas
Horror Thriller,54333290,PG-13,2012-02-03 00:00:00,nan,95,The Woman in Black
Sci-Fi Action,64575175,PG-13,2012-02-03 00:00:00,12000000,83,Chronicle
Animation,31051126,PG,2012-04-27 00:00:00,55000000,88,The Pirates! Band of Misfits
Comedy,77267296,PG,2012-12-25 00:00:00,25000000,104,Parental Guidance
Horror Thriller,37519139,R,2012-06-22 00:00:00,69000000,105,Abraham Lincoln: Vampire Hunter
Comedy,65001093,PG-13,2012-09-28 00:00:00,17000000,112,Pitch Perfect
Comedy / Drama,63536011,PG-13,2012-08-08 00:00:00,nan,121,Hope Springs
Animation,56003051,PG,2012-08-17 00:00:00,60000000,93,ParaNorman
Comedy,86907746,R,2012-08-10 00:00:00,nan,97,The Campaign
Foreign / Action,63012,Unrated,2012-03-02 00:00:00,nan,132,Let the Bullets Fly
Sci-Fi Fantasy,43456382,PG,2012-02-10 00:00:00,nan,133,Star Wars: Episode I - The Phantom Menace
Comedy,54731865,R,2012-03-02 00:00:00,nan,88,Project X
Horror,53261944,R,2012-01-06 00:00:00,1000000,87,The Devil Inside
Romance,60457138,PG-13,2012-04-20 00:00:00,nan,101,The Lucky One
Thriller,66528000,R,2012-01-13 00:00:00,25000000,110,Contraband
Comedy,91547205,PG-13,2012-04-20 00:00:00,12000000,122,Think Like a Man
Comedy,67544505,R,2012-12-21 00:00:00,35000000,133,This Is 40
Comedy,0,R,2012-09-07 00:00:00,nan,95,The Inbetweeners Movie
Horror,49130154,PG-13,2012-08-31 00:00:00,14000000,91,The Possession
Romantic Comedy,41152203,PG-13,2012-05-18 00:00:00,40000000,110,What to Expect When You're Expecting
Foreign / Action,685839,Unrated,2012-10-12 00:00:00,nan,135,The Thieves
Thriller,47382068,R,2012-07-06 00:00:00,45000000,130,Savages
Animation,35291068,PG,2012-10-05 00:00:00,39000000,87,Frankenweenie
Thriller,70012847,R,2012-02-24 00:00:00,12000000,111,Act of Valor
Foreign,922921,Unrated,2012-09-21 00:00:00,nan,131,Masquerade
Horror,48086903,R,2012-10-12 00:00:00,3000000,110,Sinister
Action Drama,51580236,R,2012-01-27 00:00:00,25000000,117,The Grey
Comedy,49008662,PG,2012-08-03 00:00:00,22000000,94,Diary of a Wimpy Kid: Dog Days
Comedy,16685867,R,2012-06-22 00:00:00,nan,95,To Rome with Love
Comedy,45290318,PG,2012-10-12 00:00:00,nan,105,Here Comes the Boom
Animation,41128283,G,2012-09-14 00:00:00,nan,104,Finding Nemo
Drama,12816367,R,2012-11-16 00:00:00,nan,130,Anna Karenina
Comedy,35353000,R,2012-07-27 00:00:00,68000000,102,The Watch
Drama,45512466,PG-13,2012-05-25 00:00:00,16000000,93,Moonrise Kingdom
Comedy,65653242,PG-13,2012-06-29 00:00:00,20000000,114,Tyler Perry's Madea's Witness Protection
Horror Comedy,42073277,R,2012-04-13 00:00:00,nan,95,The Cabin in the Woods
Animation,47617067,G,2012-01-13 00:00:00,nan,84,Beauty and the Beast
Musical,38518613,PG-13,2012-06-15 00:00:00,75000000,123,Rock of Ages
Comedy,36931089,R,2012-06-15 00:00:00,70000000,114,That's My Boy
Fantasy,51854875,PG,2012-08-15 00:00:00,nan,100,The Odd Life of Timothy Green
Comedy,44338224,PG,2012-04-13 00:00:00,30000000,92,The Three Stooges
Comedy,28835528,R,2012-04-27 00:00:00,30000000,124,The Five-Year Engagement
Crime Drama,37400127,R,2012-08-29 00:00:00,nan,115,Lawless
Horror,17529157,R,2012-10-26 00:00:00,20000000,94,Silent Hill: Revelation 3D
Action / Adventure,49876377,PG-13,2012-01-20 00:00:00,58000000,120,Red Tails
Animation,34043006,G,2012-12-19 00:00:00,nan,90,"Monsters, Inc."
Drama,35763137,PG-13,2012-09-21 00:00:00,nan,111,Trouble with the Curve
Foreign,206088,Unrated,2012-08-24 00:00:00,nan,154,Little White Lies
Crime Drama,41003371,R,2012-09-21 00:00:00,7000000,109,End of Watch
Thriller,18620000,PG-13,2012-01-27 00:00:00,42000000,102,Man on a Ledge
Action,44806783,PG-13,2012-11-21 00:00:00,65000000,93,Red Dawn
Thriller,31611916,PG-13,2012-09-21 00:00:00,10000000,101,House at the End of The Street
Comedy,37134215,PG-13,2012-12-19 00:00:00,40000000,95,The Guilt Trip
Foreign,342922,Unrated,2012-11-30 00:00:00,nan,125,A Werewolf Boy
Action,17142080,R,2012-04-27 00:00:00,nan,95,Safe
Crime Thriller,15026056,R,2012-11-30 00:00:00,15000000,97,Killing Them Softly
Horror,18119640,R,2012-05-25 00:00:00,nan,90,Chernobyl Diaries
Action Comedy,26414527,PG-13,2012-01-27 00:00:00,40000000,91,One For the Money
Action / Adventure,13414714,R,2012-09-21 00:00:00,50000000,95,Dredd
Drama,35025791,PG-13,2012-02-24 00:00:00,nan,129,Tyler Perry's Good Deeds
Drama,7919574,R,2012-09-14 00:00:00,nan,100,Arbitrage
Documentary,28972764,G,2012-04-20 00:00:00,nan,78,Chimpanzee
Crime Thriller,25888412,PG-13,2012-10-19 00:00:00,35000000,101,Alex Cross
Drama,9047981,PG-13,2012-03-09 00:00:00,nan,112,Salmon Fishing in the Yemen
Foreign / Action,35730,Unrated,2012-04-06 00:00:00,nan,160,Fetih 1453: The Conquest of Constantinople
Concert,12512862,PG,2012-12-21 00:00:00,nan,91,Cirque Du Soleil: Worlds Away
Drama,17742948,PG-13,2012-09-21 00:00:00,nan,103,The Perks of Being a Wallflower
Action,18942396,R,2012-01-20 00:00:00,23000000,93,Haywire
Documentary,25326071,PG,2012-07-05 00:00:00,12000000,95,Katy Perry: Part of Me
Sci-Fi Action,14326864,PG-13,2012-04-13 00:00:00,20000000,110,Lockout
Comedy / Drama,30932113,PG-13,2012-01-13 00:00:00,nan,118,Joyful Noise
Action Thriller,20275446,PG-13,2012-08-24 00:00:00,35000000,91,Premium Rush
Thriller,16008272,R,2012-04-27 00:00:00,26000000,103,The Raven
Foreign,777373,Unrated,2012-06-01 00:00:00,nan,130,Rowdy Rathore
Foreign / Action,11137,R,2012-11-30 00:00:00,nan,97,Dragon
Foreign,1216258,PG,2012-07-06 00:00:00,nan,106,Bol Bachchan
Drama,16377274,R,2012-09-14 00:00:00,nan,137,The Master
Foreign,2062027,R,2012-11-23 00:00:00,nan,120,Rust and Bone
Drama,20157300,PG,2012-02-03 00:00:00,40000000,123,Big Miracle
Music Drama,24397469,PG-13,2012-08-17 00:00:00,14000000,120,Sparkle
Drama,6008677,PG-13,2012-11-23 00:00:00,nan,98,Hitchcock
IMAX,0,G,2012-04-20 00:00:00,nan,40,To the Arctic
Comedy / Drama,18450127,PG-13,2012-03-09 00:00:00,40000000,91,A Thousand Words
Comedy,17450535,R,2012-02-24 00:00:00,nan,98,Wanderlust
Drama,12795746,PG-13,2012-06-27 00:00:00,nan,91,Beasts of the Southern Wild
Foreign / Action,211440,Unrated,2012-05-18 00:00:00,nan,127,Polisse
Foreign,6739492,PG-13,2012-12-19 00:00:00,8900000,125,Amour
Action / Adventure,15634090,R,2012-11-02 00:00:00,15000000,96,The Man with the Iron Fists
Action Fantasy,0,R,2012-09-28 00:00:00,nan,104,Solomon Kane
Action Comedy,15024049,R,2012-10-12 00:00:00,15000000,109,Seven Psychopaths
Thriller,11682205,PG-13,2012-02-24 00:00:00,nan,85,Gone
Foreign,0,Unrated,2012-01-06 00:00:00,nan,133,Norwegian Wood
Action Thriller,3763583,PG-13,2012-09-07 00:00:00,nan,93,The Cold Light of Day
Foreign,70177,R,2012-04-20 00:00:00,nan,144,My Way
Action / Adventure,4936,R,2012-02-24 00:00:00,nan,103,Tomorrow When the War Began
Foreign,548115,Unrated,2012-04-06 00:00:00,nan,105,We Have a Pope
Thriller,1200010,R,2012-04-27 00:00:00,nan,100,Headhunters
Action Comedy,13749300,R,2012-08-22 00:00:00,2000000,100,Hit and Run
Foreign,47771,PG-13,2012-10-12 00:00:00,nan,,War of the Buttons
Thriller,52624,R,2012-07-13 00:00:00,nan,113,Red Lights
Drama,11494838,PG-13,2012-09-07 00:00:00,6000000,96,The Words
Romantic Comedy,13102272,PG-13,2012-12-07 00:00:00,nan,95,Playing for Keeps
Horror,12754783,R,2012-03-09 00:00:00,nan,85,Silent House
Comedy,7251073,R,2012-03-09 00:00:00,nan,100,Friends with Kids
Foreign,0,Unrated,2012-07-20 00:00:00,nan,107,The Well-Digger's Daughter
Foreign,68795,R,2012-07-27 00:00:00,nan,89,Klown
Drama,12434778,PG-13,2012-06-29 00:00:00,16000000,115,People Like Us
Action Thriller,411746,R,2012-03-16 00:00:00,nan,105,Seeking Justice
Comedy,447954,R,2012-09-07 00:00:00,nan,91,Bachelorette
Comedy / Drama,143979,R,2012-11-02 00:00:00,nan,118,This Must Be the Place
Comedy,9409538,PG-13,2012-10-26 00:00:00,14000000,90,Fun Size
Foreign / Horror,9600,R,2012-09-07 00:00:00,nan,80,Rec 3: Genesis
Foreign,498584,PG-13,2012-03-16 00:00:00,nan,108,Delicacy
Comedy / Drama,7078738,R,2012-06-22 00:00:00,10000000,94,Seeking a Friend for the End of the World
Thriller,4936819,PG-13,2012-08-24 00:00:00,17000000,82,The Apparition
Foreign,5672846,R,2012-06-01 00:00:00,nan,143,For Greater Glory
Period Comedy,1804139,R,2012-05-18 00:00:00,nan,100,Hysteria
Comedy / Drama,9206470,PG-13,2012-04-27 00:00:00,nan,104,Bernie
Drama,6002451,R,2012-10-19 00:00:00,nan,98,The Sessions
Romantic Comedy,2540106,R,2012-07-25 00:00:00,nan,104,Ruby Sparks
Drama,6376145,R,2012-12-07 00:00:00,nan,94,Hyde Park on Hudson
Drama,744296,R,2012-12-21 00:00:00,nan,124,On the Road
Comedy / Drama,0,Unrated,2012-03-02 00:00:00,nan,87,Boy
Horror,376512,R,2012-06-01 00:00:00,nan,83,Piranha 3DD
Foreign,205741,R,2012-07-11 00:00:00,nan,124,Easy Money
Animation,14408,G,2012-05-18 00:00:00,nan,85,Space Dogs 3D
Period Drama,120462,R,2012-06-08 00:00:00,nan,102,Bel Ami
Drama,7597898,R,2012-12-28 00:00:00,nan,140,Promised Land
Sci-Fi Comedy,122082,R,2012-07-25 00:00:00,nan,93,Iron Sky
Comedy,5909483,R,2012-03-16 00:00:00,nan,84,Casa De Mi Padre
Foreign,598668,Unrated,2012-09-21 00:00:00,nan,140,Heroine
Foreign,1546761,R,2012-11-09 00:00:00,nan,132,A Royal Affair
Foreign,43180,Unrated,2012-10-19 00:00:00,nan,96,All Together
Foreign,0,Unrated,2012-10-19 00:00:00,nan,103,My Worst Nightmare
Horror Thriller,6842058,R,2012-11-30 00:00:00,nan,81,The Collection
Foreign,2009517,PG-13,2012-04-13 00:00:00,nan,94,Monsieur Lazhar
Sports Comedy,4168528,R,2012-02-24 00:00:00,nan,91,Goon
Drama,763556,R,2012-08-17 00:00:00,nan,108,Cosmopolis
Sports Drama,6002756,PG,2012-10-26 00:00:00,20000000,111,Chasing Mavericks
Foreign,59100,Unrated,2012-01-27 00:00:00,nan,110,Declaration of War
Animation,180440,Unrated,2012-10-19 00:00:00,nan,240,Puella Magi Madoka Magica the Movie
Drama,3014696,R,2012-01-27 00:00:00,nan,114,Albert Nobbs
Foreign,1041455,R,2012-02-10 00:00:00,nan,145,In Darkness
Drama,5310554,PG,2012-09-28 00:00:00,nan,121,Won't Back Down
Foreign,1597998,R,2012-07-13 00:00:00,nan,100,Farewell My Queen
Thriller,0,Not Yet Rated,2012-08-31 00:00:00,nan,100,The Tall Man
Comedy / Drama,2609412,PG-13,2012-05-11 00:00:00,nan,90,Girl in Progress
Comedy,4269426,R,2012-03-16 00:00:00,nan,83,"Jeff, Who Lives at Home"
Foreign,1013902,PG-13,2012-12-21 00:00:00,nan,105,Barbara
Foreign / Action,4105187,R,2012-03-23 00:00:00,nan,101,The Raid: Redemption
Comedy,0,Not Yet Rated,2012-08-24 00:00:00,nan,,Keith Lemon: The Film
Sci-Fi Comedy,4010957,R,2012-06-08 00:00:00,nan,85,Safety Not Guaranteed
Sports Comedy,3377618,PG-13,2012-08-08 00:00:00,nan,88,Nitro Circus the Movie 3D
Foreign,0,Not Yet Rated,2012-01-13 00:00:00,nan,128,"Lula, Son of Brazil"
Drama,355391,R,2012-04-13 00:00:00,nan,145,The Lady
Action,353513,R,2012-09-07 00:00:00,nan,106,Branded
Animation,23392,Unrated,2012-12-07 00:00:00,nan,100,The Rabbi's Cat
Documentary,3696196,PG-13,2012-07-27 00:00:00,nan,85,Searching for Sugar Man
Comedy / Drama,1987762,NC-17,2012-07-27 00:00:00,nan,103,Killer Joe
Foreign / Action,75688,Unrated,2012-07-20 00:00:00,nan,126,Hara-Kiri: Death of a Samurai
Sci-Fi Comedy,3325038,PG-13,2012-08-17 00:00:00,nan,90,Robot & Frank
Period Adventure,3125613,PG,2012-09-07 00:00:00,nan,115,Raiders of the Lost Ark
Comedy / Drama,3094813,R,2012-08-03 00:00:00,nan,91,Celeste and Jesse Forever
Foreign,3047539,Unrated,2012-11-13 00:00:00,nan,130,Jab Tak Hai Jaan
Horror Thriller,69136,R,2012-03-30 00:00:00,nan,100,Intruders
Foreign,2871956,Unrated,2012-11-30 00:00:00,nan,139,Talaash
Foreign,2804874,Unrated,2012-09-14 00:00:00,nan,150,Barfi!
Foreign,191826,Unrated,2012-04-13 00:00:00,nan,118,A Simple Life
Documentary,2672413,PG-13,2012-08-24 00:00:00,nan,99,Samsara
Foreign,150664,Unrated,2012-10-12 00:00:00,nan,122,Simon and the Oaks
Foreign,2552478,PG,2012-03-09 00:00:00,nan,81,Jiro Dreams of Sushi
Foreign,2519190,Unrated,2012-12-21 00:00:00,nan,125,Dabangg 2
Foreign,1470000,PG-13,2012-03-16 00:00:00,nan,87,Kid With a Bike
